Metro,Dimension Type,Month,Dimension,Measure,Value,YoY,mnth,yr
Los Angeles,Job Title,2017-06,Technical Editor,Median Base Pay,61009.0,0.012,6,2017
Los Angeles,Job Title,2017-06,Truck Driver,Median Base Pay,53809.0,0.017,6,2017
Los Angeles,Job Title,2017-06,Insurance Agent,Median Base Pay,48858.0,0.016,6,2017
Los Angeles,Job Title,2017-06,Medical Technologist,Median Base Pay,62034.0,0.033,6,2017
Los Angeles,Job Title,2017-06,Field Engineer,Median Base Pay,76563.0,0.003,6,2017
Los Angeles,Job Title,2017-06,Machine Operator,Median Base Pay,36978.0,0.004,6,2017
Los Angeles,Job Title,2017-06,Communications Manager,Median Base Pay,79904.0,-0.013999999999999999,6,2017
Los Angeles,Job Title,2017-06,Construction Laborer,Median Base Pay,39012.0,0.018000000000000002,6,2017
Los Angeles,Job Title,2017-06,Emergency Medical Technician,Median Base Pay,34142.0,0.022000000000000002,6,2017
Los Angeles,Job Title,2017-06,Web Designer,Median Base Pay,60858.0,0.03,6,2017
Los Angeles,Job Title,2017-06,Maintenance Worker,Median Base Pay,45568.0,0.043,6,2017
Los Angeles,Job Title,2017-06,Barista,Median Base Pay,26790.0,0.07200000000000001,6,2017
Los Angeles,Job Title,2017-06,Bartender,Median Base Pay,33200.0,0.006999999999999999,6,2017
Los Angeles,Job Title,2017-06,Civil Engineer,Median Base Pay,79771.0,0.026000000000000002,6,2017
Los Angeles,Job Title,2017-06,Claims Adjuster,Median Base Pay,57910.0,0.061,6,2017
Los Angeles,Job Title,2017-06,Certified Nursing Assistant,Median Base Pay,32695.0,0.033,6,2017
Los Angeles,Job Title,2017-06,Customer Service Representative,Median Base Pay,41855.0,0.022000000000000002,6,2017
Los Angeles,Job Title,2017-06,Delivery Driver,Median Base Pay,41621.0,0.038,6,2017
Los Angeles,Job Title,2017-06,Financial Advisor,Median Base Pay,57211.0,-0.017,6,2017
Los Angeles,Job Title,2017-06,Licensed Practical Nurse,Median Base Pay,48529.0,0.016,6,2017
Los Angeles,Job Title,2017-06,Loan Officer,Median Base Pay,47640.0,-0.057,6,2017
Los Angeles,Job Title,2017-06,Maintenance Technician,Median Base Pay,44892.0,0.002,6,2017
Los Angeles,Job Title,2017-06,Material Handler,Median Base Pay,36711.0,-0.008,6,2017
Los Angeles,Job Title,2017-06,Network Engineer,Median Base Pay,81871.0,-0.027000000000000003,6,2017
Los Angeles,Job Title,2017-06,Office Manager,Median Base Pay,56181.0,-0.011000000000000001,6,2017
Los Angeles,Job Title,2017-06,Pharmacist,Median Base Pay,131347.0,-0.021,6,2017
Los Angeles,Job Title,2017-06,Process Engineer,Median Base Pay,84590.0,0.019,6,2017
Los Angeles,Job Title,2017-06,Program Manager,Median Base Pay,91276.0,0.01,6,2017
Los Angeles,Job Title,2017-06,Research Assistant,Median Base Pay,34617.0,0.026000000000000002,6,2017
Los Angeles,Job Title,2017-06,Restaurant Manager,Median Base Pay,59024.0,0.02,6,2017
Los Angeles,Job Title,2017-06,Security Officer,Median Base Pay,38086.0,0.031,6,2017
Los Angeles,Job Title,2017-06,Server,Median Base Pay,33964.0,0.03,6,2017
Los Angeles,Job Title,2017-06,Solutions Architect,Median Base Pay,114303.0,-0.009000000000000001,6,2017
Los Angeles,Job Title,2017-06,Systems Engineer,Median Base Pay,89785.0,0.027999999999999997,6,2017
Los Angeles,Job Title,2017-06,Technical Support,Median Base Pay,54101.0,-0.001,6,2017
Los Angeles,Job Title,2017-06,UX Designer,Median Base Pay,92693.0,0.035,6,2017
Philadelphia,Job Title,2017-06,Software Engineer,Median Base Pay,85107.0,0.021,6,2017
Philadelphia,Job Title,2017-06,Programmer Analyst,Median Base Pay,71270.0,0.018000000000000002,6,2017
Philadelphia,Job Title,2017-06,Consultant,Median Base Pay,78125.0,-0.001,6,2017
Philadelphia,Job Title,2017-06,Project Manager,Median Base Pay,76002.0,-0.003,6,2017
Philadelphia,Job Title,2017-06,Store Manager,Median Base Pay,52676.0,0.021,6,2017
Philadelphia,Job Title,2017-06,Business Analyst,Median Base Pay,68428.0,0.016,6,2017
Philadelphia,Job Title,2017-06,Cashier,Median Base Pay,26712.0,0.033,6,2017
Philadelphia,Job Title,2017-06,Financial Analyst,Median Base Pay,62555.0,0.005,6,2017
Philadelphia,Job Title,2017-06,Administrative Assistant,Median Base Pay,41157.0,0.012,6,2017
Philadelphia,Job Title,2017-06,Accountant,Median Base Pay,57708.0,0.006999999999999999,6,2017
Philadelphia,Job Title,2017-06,Sales Representative,Median Base Pay,50089.0,0.02,6,2017
Philadelphia,Job Title,2017-06,Professor,Median Base Pay,95219.0,0.005,6,2017
Philadelphia,Job Title,2017-06,Registered Nurse,Median Base Pay,72138.0,0.03,6,2017
Philadelphia,Job Title,2017-06,Marketing Manager,Median Base Pay,75945.0,0.005,6,2017
Philadelphia,Job Title,2017-06,Operations Manager,Median Base Pay,71234.0,0.013000000000000001,6,2017
Philadelphia,Job Title,2017-06,Product Manager,Median Base Pay,92253.0,0.012,6,2017
Philadelphia,Job Title,2017-06,Sales Manager,Median Base Pay,66247.0,-0.001,6,2017
Philadelphia,Job Title,2017-06,Teacher,Median Base Pay,50193.0,0.013999999999999999,6,2017
Philadelphia,Job Title,2017-06,Bank Teller,Median Base Pay,29602.0,0.054000000000000006,6,2017
Philadelphia,Job Title,2017-06,Customer Service Manager,Median Base Pay,57268.0,0.055999999999999994,6,2017
Philadelphia,Job Title,2017-06,Physical Therapist,Median Base Pay,78539.0,-0.025,6,2017
Philadelphia,Job Title,2017-06,Mechanical Engineer,Median Base Pay,74880.0,-0.002,6,2017
Philadelphia,Job Title,2017-06,Recruiter,Median Base Pay,52993.0,0.076,6,2017
Philadelphia,Job Title,2017-06,Design Engineer,Median Base Pay,73460.0,-0.045,6,2017
Philadelphia,Job Title,2017-06,Pharmacy Technician,Median Base Pay,28680.0,0.037000000000000005,6,2017
Philadelphia,Job Title,2017-06,Graphic Designer,Median Base Pay,48130.0,-0.003,6,2017
Philadelphia,Job Title,2017-06,Web Developer,Median Base Pay,69068.0,-0.011000000000000001,6,2017
Philadelphia,Job Title,2017-06,Business Development Manager,Median Base Pay,68968.0,-0.025,6,2017
Philadelphia,Job Title,2017-06,Data Scientist,Median Base Pay,96731.0,0.021,6,2017
Philadelphia,Job Title,2017-06,Buyer,Median Base Pay,59181.0,-0.015,6,2017
Philadelphia,Job Title,2017-06,Data Analyst,Median Base Pay,62598.0,0.011000000000000001,6,2017
Philadelphia,Job Title,2017-06,Electrical Engineer,Median Base Pay,80557.0,0.019,6,2017
Philadelphia,Job Title,2017-06,Attorney,Median Base Pay,105924.0,-0.001,6,2017
Philadelphia,Job Title,2017-06,Human Resources Manager,Median Base Pay,75509.0,0.008,6,2017
Philadelphia,Job Title,2017-06,Technician,Median Base Pay,48342.0,0.018000000000000002,6,2017
Philadelphia,Job Title,2017-06,Restaurant Cook,Median Base Pay,30431.0,0.064,6,2017
Philadelphia,Job Title,2017-06,Production Manager,Median Base Pay,65297.0,0.015,6,2017
Philadelphia,Job Title,2017-06,Manufacturing Engineer,Median Base Pay,73480.0,0.028999999999999998,6,2017
Philadelphia,Job Title,2017-06,Retail Key Holder,Median Base Pay,30257.0,-0.008,6,2017
Philadelphia,Job Title,2017-06,Paralegal,Median Base Pay,50703.0,0.01,6,2017
Philadelphia,Job Title,2017-06,Java Developer,Median Base Pay,75224.0,-0.016,6,2017
Philadelphia,Job Title,2017-06,Warehouse Associate,Median Base Pay,43614.0,0.040999999999999995,6,2017
Philadelphia,Job Title,2017-06,Property Manager,Median Base Pay,58882.0,0.002,6,2017
Philadelphia,Job Title,2017-06,Producer,Median Base Pay,56013.0,0.011000000000000001,6,2017
Philadelphia,Job Title,2017-06,Quality Engineer,Median Base Pay,73603.0,0.02,6,2017
Philadelphia,Job Title,2017-06,Operations Analyst,Median Base Pay,57572.0,-0.032,6,2017
Philadelphia,Job Title,2017-06,Medical Assistant,Median Base Pay,35087.0,0.008,6,2017
Philadelphia,Job Title,2017-06,Tax Manager,Median Base Pay,98520.0,-0.02,6,2017
Philadelphia,Job Title,2017-06,Technical Editor,Median Base Pay,55722.0,0.009000000000000001,6,2017
Philadelphia,Job Title,2017-06,Truck Driver,Median Base Pay,52540.0,0.015,6,2017
Philadelphia,Job Title,2017-06,Insurance Agent,Median Base Pay,44445.0,0.013999999999999999,6,2017
Philadelphia,Job Title,2017-06,Medical Technologist,Median Base Pay,58666.0,0.031,6,2017
Philadelphia,Job Title,2017-06,Field Engineer,Median Base Pay,68450.0,0.001,6,2017
Philadelphia,Job Title,2017-06,Machine Operator,Median Base Pay,43748.0,0.001,6,2017
Philadelphia,Job Title,2017-06,Communications Manager,Median Base Pay,71348.0,-0.016,6,2017
Philadelphia,Job Title,2017-06,Construction Laborer,Median Base Pay,41991.0,0.016,6,2017
Philadelphia,Job Title,2017-06,Emergency Medical Technician,Median Base Pay,36819.0,0.02,6,2017
Philadelphia,Job Title,2017-06,Web Designer,Median Base Pay,55068.0,0.027999999999999997,6,2017
Philadelphia,Job Title,2017-06,Maintenance Worker,Median Base Pay,41942.0,0.04,6,2017
Philadelphia,Job Title,2017-06,Barista,Median Base Pay,23452.0,0.069,6,2017
Philadelphia,Job Title,2017-06,Bartender,Median Base Pay,35562.0,0.004,6,2017
Philadelphia,Job Title,2017-06,Civil Engineer,Median Base Pay,71984.0,0.024,6,2017
Philadelphia,Job Title,2017-06,Claims Adjuster,Median Base Pay,52230.0,0.059000000000000004,6,2017
Philadelphia,Job Title,2017-06,Certified Nursing Assistant,Median Base Pay,30592.0,0.03,6,2017
Philadelphia,Job Title,2017-06,Customer Service Representative,Median Base Pay,39462.0,0.02,6,2017
Philadelphia,Job Title,2017-06,Delivery Driver,Median Base Pay,39823.0,0.036000000000000004,6,2017
Philadelphia,Job Title,2017-06,Financial Advisor,Median Base Pay,59470.0,-0.02,6,2017
Philadelphia,Job Title,2017-06,Licensed Practical Nurse,Median Base Pay,52466.0,0.013999999999999999,6,2017
Philadelphia,Job Title,2017-06,Loan Officer,Median Base Pay,45630.0,-0.06,6,2017
Philadelphia,Job Title,2017-06,Maintenance Technician,Median Base Pay,42956.0,0.0,6,2017
Philadelphia,Job Title,2017-06,Material Handler,Median Base Pay,34958.0,-0.01,6,2017
Philadelphia,Job Title,2017-06,Network Engineer,Median Base Pay,73854.0,-0.028999999999999998,6,2017
Philadelphia,Job Title,2017-06,Office Manager,Median Base Pay,50998.0,-0.013000000000000001,6,2017
Philadelphia,Job Title,2017-06,Pharmacist,Median Base Pay,117163.0,-0.023,6,2017
Philadelphia,Job Title,2017-06,Process Engineer,Median Base Pay,81326.0,0.017,6,2017
Philadelphia,Job Title,2017-06,Program Manager,Median Base Pay,78645.0,0.006999999999999999,6,2017
Philadelphia,Job Title,2017-06,Research Assistant,Median Base Pay,31763.0,0.024,6,2017
Philadelphia,Job Title,2017-06,Restaurant Manager,Median Base Pay,51887.0,0.017,6,2017
Philadelphia,Job Title,2017-06,Security Officer,Median Base Pay,35045.0,0.028999999999999998,6,2017
Philadelphia,Job Title,2017-06,Server,Median Base Pay,38083.0,0.027999999999999997,6,2017
Philadelphia,Job Title,2017-06,Solutions Architect,Median Base Pay,107987.0,-0.011000000000000001,6,2017
Philadelphia,Job Title,2017-06,Systems Engineer,Median Base Pay,79052.0,0.026000000000000002,6,2017
Philadelphia,Job Title,2017-06,Technical Support,Median Base Pay,48824.0,-0.004,6,2017
Philadelphia,Job Title,2017-06,UX Designer,Median Base Pay,75637.0,0.033,6,2017
Houston,Job Title,2017-06,Software Engineer,Median Base Pay,83609.0,0.017,6,2017
Houston,Job Title,2017-06,Programmer Analyst,Median Base Pay,70262.0,0.013999999999999999,6,2017
Houston,Job Title,2017-06,Consultant,Median Base Pay,79609.0,-0.005,6,2017
Houston,Job Title,2017-06,Project Manager,Median Base Pay,83027.0,-0.006999999999999999,6,2017
Houston,Job Title,2017-06,Store Manager,Median Base Pay,51071.0,0.017,6,2017
Houston,Job Title,2017-06,Business Analyst,Median Base Pay,71394.0,0.012,6,2017
Houston,Job Title,2017-06,Cashier,Median Base Pay,26487.0,0.028999999999999998,6,2017
Houston,Job Title,2017-06,Financial Analyst,Median Base Pay,68985.0,0.001,6,2017
Houston,Job Title,2017-06,Administrative Assistant,Median Base Pay,42199.0,0.008,6,2017
Houston,Job Title,2017-06,Accountant,Median Base Pay,58936.0,0.003,6,2017
Houston,Job Title,2017-06,Sales Representative,Median Base Pay,50069.0,0.016,6,2017
Houston,Job Title,2017-06,Professor,Median Base Pay,93724.0,0.001,6,2017
Houston,Job Title,2017-06,Registered Nurse,Median Base Pay,70899.0,0.026000000000000002,6,2017
Houston,Job Title,2017-06,Marketing Manager,Median Base Pay,73392.0,0.001,6,2017
Houston,Job Title,2017-06,Operations Manager,Median Base Pay,70543.0,0.009000000000000001,6,2017
Houston,Job Title,2017-06,Product Manager,Median Base Pay,94097.0,0.006999999999999999,6,2017
Houston,Job Title,2017-06,Sales Manager,Median Base Pay,67113.0,-0.005,6,2017
Houston,Job Title,2017-06,Teacher,Median Base Pay,50349.0,0.01,6,2017
Houston,Job Title,2017-06,Bank Teller,Median Base Pay,28615.0,0.05,6,2017
Houston,Job Title,2017-06,Customer Service Manager,Median Base Pay,55320.0,0.052000000000000005,6,2017
Houston,Job Title,2017-06,Physical Therapist,Median Base Pay,76924.0,-0.028999999999999998,6,2017
Houston,Job Title,2017-06,Mechanical Engineer,Median Base Pay,81226.0,-0.006,6,2017
Houston,Job Title,2017-06,Recruiter,Median Base Pay,53552.0,0.07200000000000001,6,2017
Houston,Job Title,2017-06,Design Engineer,Median Base Pay,79435.0,-0.049,6,2017
Houston,Job Title,2017-06,Pharmacy Technician,Median Base Pay,32628.0,0.033,6,2017
Houston,Job Title,2017-06,Graphic Designer,Median Base Pay,46606.0,-0.006999999999999999,6,2017
Houston,Job Title,2017-06,Web Developer,Median Base Pay,71867.0,-0.015,6,2017
Houston,Job Title,2017-06,Business Development Manager,Median Base Pay,76220.0,-0.028999999999999998,6,2017
Houston,Job Title,2017-06,Data Scientist,Median Base Pay,110950.0,0.017,6,2017
Houston,Job Title,2017-06,Buyer,Median Base Pay,60314.0,-0.019,6,2017
Houston,Job Title,2017-06,Data Analyst,Median Base Pay,64169.0,0.006999999999999999,6,2017
Houston,Job Title,2017-06,Electrical Engineer,Median Base Pay,82905.0,0.015,6,2017
Houston,Job Title,2017-06,Attorney,Median Base Pay,122141.0,-0.005,6,2017
Houston,Job Title,2017-06,Human Resources Manager,Median Base Pay,80170.0,0.003,6,2017
Houston,Job Title,2017-06,Technician,Median Base Pay,47901.0,0.013999999999999999,6,2017
Houston,Job Title,2017-06,Restaurant Cook,Median Base Pay,27276.0,0.06,6,2017
Houston,Job Title,2017-06,Production Manager,Median Base Pay,68633.0,0.01,6,2017
Houston,Job Title,2017-06,Manufacturing Engineer,Median Base Pay,75995.0,0.024,6,2017
Houston,Job Title,2017-06,Retail Key Holder,Median Base Pay,28915.0,-0.012,6,2017
Houston,Job Title,2017-06,Paralegal,Median Base Pay,54094.0,0.006,6,2017
Houston,Job Title,2017-06,Java Developer,Median Base Pay,77830.0,-0.02,6,2017
Houston,Job Title,2017-06,Warehouse Associate,Median Base Pay,39187.0,0.037000000000000005,6,2017
Houston,Job Title,2017-06,Property Manager,Median Base Pay,54482.0,-0.002,6,2017
Houston,Job Title,2017-06,Producer,Median Base Pay,57735.0,0.006999999999999999,6,2017
Houston,Job Title,2017-06,Quality Engineer,Median Base Pay,74747.0,0.016,6,2017
Houston,Job Title,2017-06,Operations Analyst,Median Base Pay,59681.0,-0.036000000000000004,6,2017
Houston,Job Title,2017-06,Medical Assistant,Median Base Pay,34350.0,0.004,6,2017
Houston,Job Title,2017-06,Tax Manager,Median Base Pay,99920.0,-0.024,6,2017
Houston,Job Title,2017-06,Technical Editor,Median Base Pay,56084.0,0.005,6,2017
Houston,Job Title,2017-06,Truck Driver,Median Base Pay,51260.0,0.011000000000000001,6,2017
Houston,Job Title,2017-06,Insurance Agent,Median Base Pay,39179.0,0.009000000000000001,6,2017
Houston,Job Title,2017-06,Medical Technologist,Median Base Pay,57021.0,0.027000000000000003,6,2017
Houston,Job Title,2017-06,Field Engineer,Median Base Pay,71856.0,-0.003,6,2017
Houston,Job Title,2017-06,Machine Operator,Median Base Pay,41577.0,-0.003,6,2017
Houston,Job Title,2017-06,Communications Manager,Median Base Pay,71388.0,-0.02,6,2017
Houston,Job Title,2017-06,Construction Laborer,Median Base Pay,36790.0,0.012,6,2017
Houston,Job Title,2017-06,Emergency Medical Technician,Median Base Pay,38393.0,0.016,6,2017
Houston,Job Title,2017-06,Web Designer,Median Base Pay,52963.0,0.024,6,2017
Houston,Job Title,2017-06,Maintenance Worker,Median Base Pay,41406.0,0.036000000000000004,6,2017
Houston,Job Title,2017-06,Barista,Median Base Pay,22425.0,0.065,6,2017
Houston,Job Title,2017-06,Bartender,Median Base Pay,34132.0,0.0,6,2017
Houston,Job Title,2017-06,Civil Engineer,Median Base Pay,77346.0,0.02,6,2017
Houston,Job Title,2017-06,Claims Adjuster,Median Base Pay,51370.0,0.054000000000000006,6,2017
Houston,Job Title,2017-06,Certified Nursing Assistant,Median Base Pay,27364.0,0.026000000000000002,6,2017
Houston,Job Title,2017-06,Customer Service Representative,Median Base Pay,37283.0,0.016,6,2017
Houston,Job Title,2017-06,Delivery Driver,Median Base Pay,37029.0,0.031,6,2017
Houston,Job Title,2017-06,Financial Advisor,Median Base Pay,49574.0,-0.024,6,2017
Houston,Job Title,2017-06,Licensed Practical Nurse,Median Base Pay,43852.0,0.01,6,2017
Houston,Job Title,2017-06,Loan Officer,Median Base Pay,42029.0,-0.063,6,2017
Houston,Job Title,2017-06,Maintenance Technician,Median Base Pay,42094.0,-0.004,6,2017
Houston,Job Title,2017-06,Material Handler,Median Base Pay,34705.0,-0.013999999999999999,6,2017
Houston,Job Title,2017-06,Network Engineer,Median Base Pay,75931.0,-0.033,6,2017
Houston,Job Title,2017-06,Office Manager,Median Base Pay,49874.0,-0.017,6,2017
Houston,Job Title,2017-06,Pharmacist,Median Base Pay,112044.0,-0.027000000000000003,6,2017
Houston,Job Title,2017-06,Process Engineer,Median Base Pay,90260.0,0.013000000000000001,6,2017
Houston,Job Title,2017-06,Program Manager,Median Base Pay,79977.0,0.003,6,2017
Houston,Job Title,2017-06,Research Assistant,Median Base Pay,30944.0,0.02,6,2017
Houston,Job Title,2017-06,Restaurant Manager,Median Base Pay,52670.0,0.013000000000000001,6,2017
Houston,Job Title,2017-06,Security Officer,Median Base Pay,35275.0,0.025,6,2017
Houston,Job Title,2017-06,Server,Median Base Pay,31867.0,0.024,6,2017
Houston,Job Title,2017-06,Solutions Architect,Median Base Pay,103555.0,-0.015,6,2017
Houston,Job Title,2017-06,Systems Engineer,Median Base Pay,75493.0,0.022000000000000002,6,2017
Houston,Job Title,2017-06,Technical Support,Median Base Pay,47909.0,-0.008,6,2017
Houston,Job Title,2017-06,UX Designer,Median Base Pay,82712.0,0.028999999999999998,6,2017
Seattle,Job Title,2017-06,Software Engineer,Median Base Pay,109809.0,0.03,6,2017
Seattle,Job Title,2017-06,Programmer Analyst,Median Base Pay,83972.0,0.027999999999999997,6,2017
Seattle,Job Title,2017-06,Consultant,Median Base Pay,86286.0,0.008,6,2017
Seattle,Job Title,2017-06,Project Manager,Median Base Pay,83583.0,0.006,6,2017
Seattle,Job Title,2017-06,Store Manager,Median Base Pay,57425.0,0.03,6,2017
Seattle,Job Title,2017-06,Business Analyst,Median Base Pay,76915.0,0.025,6,2017
Seattle,Job Title,2017-06,Cashier,Median Base Pay,33784.0,0.043,6,2017
Seattle,Job Title,2017-06,Financial Analyst,Median Base Pay,71951.0,0.013999999999999999,6,2017
Seattle,Job Title,2017-06,Administrative Assistant,Median Base Pay,47389.0,0.021,6,2017
Seattle,Job Title,2017-06,Accountant,Median Base Pay,61767.0,0.016,6,2017
